"","AB62","AC43cAns3Q2","AC43c.Ans5Q1","AD24a.Ans1Q1","DA44A1","FA101cAR","FB56.6cQ1","FB72A3","FD39.2cQ1","FD393c","GP91c"
"G00699",0,0,0,0,0,0,0,0,0,0,0
"G00700",0,0,0,0,3,3,0,0,0,0,0
"G00701",328,500,352,206,1274,1205,480,343,417,531,567
"G00702",249,312,226,196,147,378,59,148,259,464,318
"G00703",0,0,0,0,0,0,1,0,0,0,3
"G00704",712,1023,425,138,883,1105,243,404,852,815,1464
"G00705",0,0,0,0,0,0,0,0,0,0,0
"G00706",19,82,19,1,50,58,2,17,54,56,82
"G00707",2766,5082,1194,225,2035,5223,395,1970,3491,3716,4441
"G00708",1246,1892,1227,218,1845,2958,359,862,2153,1601,2796
"G00709",460,819,128,18,353,575,17,297,674,604,854
"G00710",2563,3653,964,387,3073,3736,447,1325,2669,2924,4656
"G00711",308,556,368,26,356,644,220,162,583,566,791
"G00712",0,0,0,0,0,0,0,0,0,0,0
"G00713",0,0,1,0,2,2,1,0,0,0,2
"G00714",0,0,0,0,0,1,0,0,0,0,0
"G00715",0,0,0,0,2,0,0,0,0,0,0
"G00716",0,0,0,0,1,1,1,0,0,0,0
"G00717",3,3,3,0,6,4,2,4,6,3,0
"G00718",0,0,0,0,0,0,0,0,0,0,0
"G00719",35695,34035,34598,18395,48047,47256,29845,31872,31583,32817,46416
"G00722",267,797,1099,1098,3768,3964,1161,1106,1607,1894,1395
"G00723",30,22,496,95,245,150,13,24,351,28,19
"G00724",9,6,27,0,11,26,31,7,20,19,20
"G00725",48,142,43,0,24,36,5,12,86,57,19
"G00726",24,91,52,0,7,8,0,34,36,49057,12
"G00727",20,56,318,8,8,18,4,67253,214,46578,12
"G00728",0,19,32,0,8,17,17,27,9,8,15
"G00729",0,0,0,0,0,0,0,0,0,0,0
"G00730",0,2,143,0,0,16,6,203,7,4,0
"G00731",255,307,1371,1443,2306,1940,1139,577,500,783,567
"G00732",6969,6915,6519,4015,3146,7294,4167,2741,11754,6723,8335
"G00733",0,0,0,0,0,0,0,0,0,0,0
"G00734",460,422,205,87,368,373,31,198,487,712,673
"G00735",0,0,0,0,0,3,0,0,0,0,0
"G00736",137,527,818,970,3103,2915,168,135,792,379,2218
"G00737",74,133,200,107,180,350,74,176,112,121,262
"G00738",10,6,62,2,10,26,0,0,6,9,6
"G00739",8,8,2126,32,0,7,11,0,76,6,1
"G00740",0,0,0,0,0,0,0,0,0,1,0
"G00741",0,2,2,20,6,2,0,6,2,2,2
"G00742",0,0,2,0,15,1,0,0,5,2,0
"G00743",37,0,4,0,29,31,0,0,4,35,12
"G00744",602,853,708,320,1241,1006,178,480,1035,659,1201
"G00745",18,3,7,0,11,15,10,5,5,13,14
"G00746",372,791,950,312,1580,1309,310,654,1007,734,859
"G00747",46,60,84,17,153,267,139,31,149,89,198
"G00748",47,26,0,0,61,70,7,8,41,26,74
"G00749",16,48,232,25,537,2349,40,10,527,91,299
"G00750",440,474,741,233,1195,1202,557,592,565,562,800
"G00751",2799,3567,2388,1370,3717,3601,1062,2805,3275,3320,3545
"G00752",3,2,23,1,30,28,0,11,16,13,24
"G00753",863,970,693,293,1435,1765,389,475,999,847,1589
"G00754",2150,2447,2589,1465,5222,4686,1570,2132,2666,2207,3284
"G00755",0,0,0,0,0,0,0,0,0,0,0
"G00756",1391,1719,803,542,985,1212,379,961,1259,1091,1137
"G00757",0,0,0,0,0,0,0,0,0,0,0
"G00758",247,630,73,1,219,528,20,286,494,797,498
"G00759",333,725,338,136,587,836,206,324,601,1262,983
"G00760",579,1044,259,122,492,629,45,243,772,524,898
"G00761",298,729,216,86,257,347,91,238,465,354,367
"G00762",43,123,7,8,67,123,0,33,145,83,216
"G00763",730,1136,549,198,937,1209,261,321,986,860,1380
"G00764",419,1034,311,154,920,1280,160,294,747,664,997
"G00765",1319,2349,871,184,2178,2152,213,756,1635,1499,2199
"G00766",1614,3732,18397,6604,18922,17960,3715,1900,8304,2890,4208
"G00767",33,63,30,6,99,183,0,5,81,75,153
"G00768",307,371,373,146,585,713,117,236,339,344,354
"G00769",1,0,3,0,0,3,1,5,3,3,4
"G00770",437,666,168,39,189,523,22,318,553,661,588
"G00771",0,0,0,0,0,0,0,0,0,0,0
"G00772",983,2336,147,1,405,571,18,832,1444,1347,1664
"G00773",80,265,99,54,116,229,35,112,245,220,422
"G00774",47,135,12,0,67,52,11,16,129,28,59
"G00775",2244,3837,1345,355,4817,5144,1006,1613,2919,3168,3563
"G00776",87,173,13,0,31,84,0,61,186,75,142
"G00777",0,0,0,0,0,0,0,0,0,0,1
"G00778",260,594,139,42,398,465,38,150,386,400,429
"G00779",0,0,0,0,0,0,0,0,0,0,0
"G00780",7,10,39,0,17,51,0,14,14,8,23
"G00781",426,714,244,56,410,646,37,249,430,518,802
"G00782",243,928,73,0,165,270,135,107,611,407,566
"G00783",0,3,1,0,0,1,0,0,2,2,0
"G00784",561,600,218,3,357,548,36,227,593,539,927
"G00785",66,193,345,33,281,759,251,12,69,363,61
"G00786",0,0,9,0,6,4,0,0,0,0,0
"G00787",4,23,41,11,22,12,0,0,34,5,9
"G00788",514,656,381,245,1383,1500,166,380,836,731,959
"G00789",0,0,0,0,0,0,0,0,0,0,0
"G00790",0,0,0,0,0,0,0,0,0,0,0
"G00791",7,6,37,1,175,308,15,220,354,96,1223
"G00792",0,18,73,13,2,0,1,2,9,0,6
"G00793",0,0,0,0,0,0,0,0,0,0,0
"G00794",447,468,424,168,669,579,127,285,507,415,509
"G00795",38,163,50,108,159,177,75,51,113,89,173
"G00796",956,1311,333,84,648,1186,67,471,1025,994,1090
"G00797",0,0,0,0,0,0,0,0,0,0,0
"G00798",825,1550,1140,234,1456,1442,441,369,1385,999,1625
"G00799",289,129,176,45,162,218,46,138,313,418,452
"G00800",1615,1365,2872,776,5542,6777,2047,1234,1839,2307,3423
"G00801",18,22,33,3,47,57,2,2,14,24,43
"G00802",17,20,0,0,14,31,0,16,2,17,29
"G00803",0,1,0,0,0,0,0,0,0,0,0
"G00804",2003,2573,1620,803,2022,2403,568,789,2243,2057,2858
"G00805",0,0,0,0,0,0,0,0,0,0,0
"G00806",0,0,0,0,0,0,0,0,0,0,0
"G00807",2016,3854,651,106,1067,1404,199,1135,2514,2209,2569
"G00808",0,0,0,0,0,0,0,0,0,0,0
"G00809",0,0,0,0,0,0,0,3,0,0,0
"G00810",0,0,0,0,0,0,0,0,0,0,0
"G00811",0,0,0,0,0,0,0,4,1,0,0
"G00812",0,0,0,0,0,0,0,0,0,0,0
"G00813",0,0,0,15,0,0,18,3,0,0,0
"G00814",31,63,28,0,61,102,45,6,83,67,200
"G00815",419,669,771,182,803,904,939,320,571,400,972
"G00816",36,56,76,27,134,284,71,19,72,33,167
"G00817",0,0,1,1,0,0,0,0,0,0,0
"G00818",0,4,3,14,8,8,2,6,3,6,1
"G00819",13,3,29,56,18,49,2,9,21,6,4
"G00820",0,0,0,0,0,0,0,0,0,0,0
"G00821",0,0,0,0,0,0,0,0,0,0,0
"G00822",0,1,11,16,5,14,0,7,10,1,1
"G00823",0,1,0,0,6,0,0,0,6,0,3
"G00824",14,81,34,81,121,142,4,19,62,51,98
"G00825",478,496,1540,952,2561,1463,934,596,916,500,782
"G00826",0,0,0,0,0,0,0,0,0,0,0
"G00827",7,9,74,1,174,126,35,31,17,29,23
"G00828",12,18,16,0,49,75,9,8,24,27,62
"G00829",0,6,1,0,76,12,0,0,17,8,4
"G00830",0,1,27,0,41,12,2,3,18,16,6
"G00831",23,8,240,74,333,94,91,94,204,157,34
"G00832",0,0,0,0,0,0,0,0,0,0,0
"G00833",0,2,0,0,9,0,0,0,5,9,0
"G00834",35,60,175,80,149,154,187,48,91,80,58
"G00835",3,2,5,23,79,3,0,1,7,4,16
"G00836",0,0,0,0,1,0,1,0,0,0,0
"G00837",58,33,313,37,72,115,6,69,63,62,82
"G00838",1376,1085,2009,701,2631,2976,1798,980,1597,1208,1703
"G00839",0,0,0,0,0,5,0,0,0,1,0
"G00840",0,0,5,0,10,1,0,0,5,0,2
"G00841",0,0,0,0,0,1,0,0,0,0,2
"G00842",0,0,0,0,0,0,11,0,0,0,0
"G00843",0,0,0,0,9,1,20,0,0,0,0
"G00844",0,0,2,0,36,12,22,0,2,1,10
"G00845",517,863,886,316,1339,1571,741,431,1215,880,911
"G00846",18,61,0,0,140,13,0,21,80,8,38
"G00847",107,209,115,10,273,361,47,57,184,137,298
"G00848",418,686,574,190,1034,930,350,342,578,609,593
"G00849",2370,7298,1139,1,1687,2694,46,917,5966,4671,7531
"G00850",5,2,49,2,6,14,21,2,14,3,5
"G00851",2,9,21,0,9,6,0,5,29,21,3
"G00852",0,0,0,0,0,0,0,0,0,0,0
"G00853",18,38,5,0,14,6,0,19,13,10,37
"G00854",31,299,20,0,72,80,5,28,173,59,150
"G00855",5772,8114,2396,1746,4242,5856,1434,4032,6555,7162,7831
"G00856",0,0,0,0,0,0,0,0,0,2,0
"G00857",0,0,4,0,1,0,0,0,0,13,1
"G00858",0,0,7,0,1,0,0,0,0,0,0
"G00859",4,0,0,0,3,0,0,2,0,0,1
"G00860",553,2031,475,50,973,1710,64,210,1784,1039,2104
"G00861",452,601,1832,432,911,720,2354,394,2143,487,650
"G00862",493,578,237,43,583,324,187,294,1134,386,476
"G00863",265,379,95,0,299,458,19,126,396,368,625
"G00864",0,0,0,0,0,0,0,0,0,0,0
"G00865",726,1323,195,3,562,655,31,310,900,649,997
"G00866",201,601,64,0,252,636,3,76,456,422,868
"G00867",825,1599,733,123,840,978,168,629,1367,994,1442
"G00868",0,22,65,27,224,216,43,5,62,49,111
"G00869",1894,3377,1413,903,2097,2010,901,1407,2430,2251,3306
"G00870",120,194,844,906,292,221,536,107,248,82,128
"G00871",1029,1134,1127,888,1947,2047,798,708,938,977,1131
"G00872",1057,1840,833,314,1942,2613,503,783,1718,1626,2074
"G00873",23,93,1381,2018,410,743,181,43,243,37,85
"G00874",398,489,290,28,523,599,43,248,468,519,713
"G00875",926,1889,435,278,660,815,137,624,1064,1140,1625
"G00876",375,648,446,75,546,639,123,370,507,494,704
"G00877",4,18,0,0,1,9,0,0,9,9,5
"G00878",23,25,20,0,35,45,0,12,34,43,58
"G00879",9,46,19,0,33,17,11,0,45,34,40
"G00880",23,31,40,36,10,14,3,59,23,25,14
"G00881",94,261,91,196,213,235,53,49,184,119,100
"G00882",24,80,95,86,161,173,90,31,81,93,50
"G00883",8830,15337,7190,5742,8367,7150,5040,12250,10088,10577,7964
"G00884",28,41,52,26,76,105,31,44,27,61,37
"G00885",293,618,103,32,230,464,16,224,319,196,307
"G00886",30,115,0,11,70,117,3,6,62,44,31
"G00887",0,0,4,0,0,0,0,1,0,0,0
"G00888",0,0,0,0,0,0,0,0,0,0,0
"G00889",130,382,43,0,180,194,6,81,380,217,579
"G00890",11,11,24,1,38,57,0,10,18,3,11
"G00891",0,0,0,0,0,0,0,0,0,0,0
"G00892",0,0,76,0,0,6,38,6,5,0,17
"G00893",0,0,0,0,0,0,0,0,0,0,0
"G00894",926,1351,576,344,1270,1261,380,573,1099,930,1128
"G00895",0,0,0,0,0,0,0,0,0,0,0
"G00896",773,873,535,31,834,972,127,543,657,805,787
"G00897",694,1099,847,341,1816,2132,477,500,1184,900,1445
"G00898",0,0,0,0,0,0,0,0,0,0,0
"G00899",1195,2268,651,281,1205,1318,304,580,1657,1522,2210
"G00900",519,377,477,161,1071,883,416,252,575,453,824
"G00901",6,0,5,1,12,8,2,0,4,2,12
"G00902",283,346,422,171,646,490,249,178,458,294,591
"G00903",0,0,0,0,0,0,0,0,0,0,0
"G00904",23,94,19,49,56,105,8,19,61,31,149
"G00905",12,8,43,0,58,20,117,38,18,50,6
"G00906",0,0,0,0,0,0,0,0,0,0,0
"G00907",3288,3220,2698,986,4919,5271,1465,1879,3731,3876,4615
"G00908",0,0,0,0,0,0,0,0,0,0,0
"G00909",4436,3611,7304,2356,7539,10701,2640,2880,5386,5094,5120
"G00910",92,77,30,359,611,280,194,157,232,306,309
"G00911",0,0,0,0,0,0,0,0,0,0,0
"G00912",801,1423,558,342,1023,1334,265,711,1173,1245,1376
"G00913",0,0,7,0,0,0,0,0,0,0,0
"G00914",0,0,0,0,0,0,0,0,0,0,0
"G00915",21,90,2,0,36,21,0,3,60,38,98
"G00916",0,0,1,0,0,0,0,0,0,0,0
"G00917",1,1,6,13,10,4,0,1,7,7,4
"G00918",4,1,0,0,3,5,0,0,0,1,2
"G00919",3,6,475,28,37,88,2,63,24,122,8
"G00920",0,0,31,0,37,30,3,3,3,18,11
"G00921",5,8,88,0,36,36,10,6,19,19,5
"G00922",2,3,50,41,8,19,26,16,8,9,13
"G00923",0,1,0,0,21,57,0,3,5,1,5
"G00924",0,6,17,0,25,41,0,0,0,1,4
"G00925",0,0,0,3,1,3,0,0,0,7,3
"G00926",62,19,181,180,148,172,13,45,94,99,55
"G00927",145,325,1932,338,5392,6644,3113,159,1607,714,962
"G00928",0,1,2,1,0,0,1,1,1,3,1
"G00929",209,210,238,117,305,303,145,320,177,205,135
"G00930",237,340,312,111,319,456,91,203,300,302,423
"G00931",4,15,150,11,7,13,0,2,38,20,21
"G00932",0,0,0,0,0,0,0,0,0,0,0
"G00933",0,0,0,0,0,0,0,0,0,0,0
"G00934",1836,3970,1432,389,1567,2141,256,1130,2686,2346,4196
"G00935",76,253,201,307,632,425,120,85,348,188,229
"G00936",5940,6525,53848,20178,47484,22002,23552,15943,18922,12401,18601
"G00937",1241,3546,10915,3257,2056,7477,1959,1694,3109,2640,2004
"G00938",227,261,96,23,341,623,124,74,261,218,479
"G00939",0,0,0,0,0,0,0,0,0,0,0
"G00940",0,0,0,0,0,0,0,0,0,0,0
"G00941",0,0,0,0,1,2,0,0,0,0,0
"G00942",11,121,18,0,90,52,11,24,213,100,140
"G00943",59,100,118,103,274,299,93,48,146,108,166
"G00944",0,0,0,0,0,0,0,0,0,0,0
"G00945",3981,1293,5768,11704,2965,7184,8302,4743,3882,1987,1104
"G00946",122,73,291,76,527,412,142,120,243,198,193
"G00947",1113,1790,428,84,1329,1400,197,581,1249,1375,2105
"G00948",130,243,81,9,384,329,65,15,235,208,370
"G00949",0,0,0,0,15,4,5,0,3,0,0
"G00950",1309,1975,772,169,1117,1656,227,935,1685,1311,1955
"G00951",709,1863,259,22,437,458,58,651,1250,838,599
"G00952",69,401,66,1,158,283,9,132,348,191,340
"G00953",461,1038,450,208,635,830,108,487,813,677,635
"G00954",0,0,0,0,0,0,0,0,0,0,0
"G00955",1796,2250,1508,729,2743,3051,858,1092,2087,2011,2573
"G00956",748,724,1093,2007,1166,838,437,425,890,579,1198
"G00957",0,0,0,0,0,0,0,0,0,0,0
"G00958",490,949,254,138,453,513,101,245,548,522,992
"G00959",927,817,327,97,542,667,183,334,723,667,776
"G00960",712,900,1088,767,1202,1467,470,436,1336,680,1053
"G00961",1173,1153,945,322,1379,1422,540,762,1059,803,1054
"G00962",6,19,51,159,289,250,171,58,76,45,57
"G00963",46,141,66,70,239,334,148,37,139,129,224
"G00964",3996,5163,3392,1559,5190,6234,2503,2573,4451,4298,5954
"G00965",0,0,0,0,0,0,0,0,0,0,0
"G00966",0,0,0,0,0,0,0,0,0,0,0
"G00967",0,0,0,0,0,0,0,0,0,0,0
"G00968",0,0,0,0,0,0,0,0,0,0,0
"G00969",95,228,2184,135,1087,1408,606,166,1138,188,321
"G00970",426,648,191,64,410,546,71,194,539,501,754
"G00971",1283,1732,861,243,1713,1941,536,774,1311,1422,1695
"G00972",138,244,280,433,1410,719,299,211,290,300,256
"G00973",480,544,288,29,301,280,111,284,379,347,441
"G00974",196,856,59,0,217,225,21,162,521,395,597
"G00975",295,585,127,180,270,320,7,550,596,904,520
"G00976",0,0,0,0,0,0,0,0,0,0,0
"G00977",5,1,0,0,2,7,0,0,3,7,9
"G00978",4,8,14,0,0,3,0,0,5,2,4
"G00979",3,3,20,0,0,0,0,0,0,3,2
"G00980",18,9,0,0,8,7,0,0,10,5,6
"G00981",7,7,2,0,2,38,0,0,48,20,43
"G00982",503,297,249,87,258,314,210,353,261,242,332
"G00983",3,28,48,12,97,44,17,0,46,23,84
"G00984",44,602,186,1,219,290,6,116,321,355,775
"G00985",30,0,0,0,0,2,0,0,0,1,1
"G00986",123,121,100,145,118,148,41,123,118,117,127
"G00987",33,18,120,0,41,13,43,2,27,37,2
"G00988",3115,2953,5076,2833,9943,6729,3471,3235,3541,2036,4694
"G00989",286,364,511,405,2730,2616,1799,507,642,573,747
"G00990",515,1255,513,167,796,951,242,254,1315,1056,1558
"G00991",0,0,0,0,0,0,0,0,0,0,0
"G00992",0,0,0,0,0,0,0,0,0,0,0
"G00993",1309,1601,3524,1769,1365,1537,778,869,4326,1509,1702
"G00994",0,0,0,0,0,0,0,0,0,0,0
"G00995",781,1617,494,106,974,1233,214,543,1358,1072,1635
"G00996",740,889,179,28,527,592,58,378,722,667,1048
"G00997",119,401,62,1,75,118,0,54,256,232,470
"G00998",55,73,81,12,308,160,79,56,74,58,93
"G00999",662,2206,412,1,695,2342,34,443,1489,1421,2801
"G01000",253,344,328,203,956,1021,267,233,520,328,567
"G01001",187,446,239,136,391,316,44,119,372,270,376
"G01002",311,177,124,0,131,134,37,128,313,251,169
"G01003",45,135,47,0,190,389,2,17,300,270,286
"G01004",278,1091,1038,235,923,1082,314,408,1178,970,474
"G01005",18,71,8,0,28,41,0,3,73,27,67
"G01006",63,165,19,46,46,52,0,78,127,96,123
"G01007",0,0,0,0,0,0,0,0,1,2,0
"G01008",23,100,5,0,14,35,0,23,83,53,101
"G01009",37,266,19,0,35,152,0,2,175,130,223
"G01010",10,18,0,0,9,4,0,31,17,14,4
"G01011",0,0,0,0,0,0,0,0,0,0,0
"G01012",0,0,11,0,0,0,0,0,0,0,0
"G01013",1147,1392,1220,340,1773,2162,433,799,1454,1505,1686
"G01014",132,269,134,54,276,445,48,58,335,244,460
"G01015",245,532,266,79,459,574,107,282,461,413,605
"G01016",0,0,0,0,0,0,0,0,0,0,0
"G01017",0,0,0,0,0,0,0,0,0,0,0
"G01018",160,499,277,21,1103,1411,1162,56,605,448,1043
"G01019",27,27,550,36,15,19,19,19,33,15,11
"G01020",627,1166,373,77,731,1015,126,382,843,877,1202
"G01021",35,136,57,52,261,513,149,39,133,79,392
"G01022",1982,3081,4573,1183,3854,4357,2690,1404,3028,1951,3835
"G01023",0,6,4,0,1,6,12,1,1,0,0
"G01024",0,0,0,0,0,0,0,0,0,0,1
"G01025",0,0,0,0,0,0,0,0,0,0,2
"G01026",181,459,136,43,696,720,74,74,535,316,693
"G01027",207,218,147,12,455,542,116,56,284,245,278
"G01028",985,1626,272,43,571,795,68,499,920,955,1477
"G01029",72,317,19,9,676,188,0,44,282,106,279
"G01030",14,36,4,6,168,49,0,5,38,10,19
"G01031",147,368,296,136,1043,446,110,137,342,361,355
"G01032",736,997,552,388,1152,1273,449,570,901,848,1175
"G01033",0,0,0,0,0,0,0,0,0,0,0
"G01034",289,689,85,23,327,552,12,80,883,594,1054
"G01035",609,734,583,86,925,957,137,193,740,568,989
"G01036",365,784,2063,147,739,1049,146,136,1475,803,1097
"G01037",290,314,171,99,682,1138,79,133,481,401,747
"G01038",0,0,0,0,0,0,0,0,0,0,0
"G01039",593,840,593,142,1142,1543,367,490,747,656,928
"G01040",1479,1350,1687,1044,1847,2091,1743,993,1590,1342,1429
"G01041",843,1559,1104,580,2206,2205,1463,903,1285,1029,1470
"G01042",0,0,0,0,0,0,0,0,0,0,0
"G01043",52,15,45,17,67,34,18,9,53,52,45
"G01044",57,134,9,3,53,99,19,3,65,80,195
"G01045",325,1313,1368,168,791,1345,150,223,1897,871,952
"G01046",0,1,0,9,4,13,0,0,13,4,4
"G01047",5,25,7,8,26,21,0,17,15,13,3
"G01048",2428,4663,3278,3964,4062,5220,2341,4725,4166,3974,2938
"G01049",6350,6434,7371,1926,7034,10358,2327,5259,6783,6025,7025
"G01050",369,582,139,19,253,341,76,169,476,422,436
"G01051",94,83,187,55,689,802,327,45,213,109,237
"G01052",32,50,15,0,47,101,40,3,52,39,75
"G01053",0,0,0,0,0,0,0,0,0,0,0
"G01054",0,0,0,0,0,0,0,0,0,0,0
"G01055",1122,1642,1657,1038,3296,3946,851,951,1711,1497,1880
"G01056",0,0,0,0,0,0,0,0,0,0,0
"G01057",0,0,0,0,0,0,0,0,0,0,0
"G01058",0,0,0,0,0,0,0,0,0,0,0
"G01059",1064,2138,747,282,1299,1534,324,809,1624,1469,2129
"G01060",303,308,225,15,266,264,75,268,315,257,334
"G01061",276,394,224,210,477,670,149,167,445,303,387
"G01062",0,0,0,0,0,0,0,0,0,0,0
"G01063",14,13,1,29,11,1,0,6,10,16,4
"G01064",0,0,0,0,0,0,0,0,0,0,0
"G01065",0,0,0,0,0,0,0,0,0,1,0
"G01066",176,526,69,11,173,247,8,51,309,212,414
"G01067",929,3067,997,240,1255,1439,294,798,1274,994,1377
"G01068",0,0,0,0,0,0,0,0,0,0,0
"G01069",752,1222,1077,381,2124,2512,492,531,979,1014,1530
"G01070",46,6,53,0,8,31,22,78,32,9,12
"G01071",19,28,729,0,112,209,174,317,168,88,122
"G01072",0,0,7,0,0,0,0,0,0,0,2
"G01073",59,98,12,0,9,38,0,31,64,47,95
"G01074",0,0,0,0,2,3,2,0,0,1,0
"G01075",426,864,313,26,497,729,50,179,321,779,670
"G01076",0,0,0,0,0,0,0,0,0,0,0
"G01077",9,2,7,0,2,20,0,21,4,10,16
"G01078",2,4,2,19,0,0,11,38,0,0,0
"G01079",26,12,5,0,5,7,0,23,25,27,32
"G01080",73,89,32,72,98,116,78,57,90,64,122
"G01081",27,33,39,0,29,62,0,7,50,17,43
"G01082",3,3,41,75,17,18,15,0,1,7,0
"G01083",356,741,520,669,1144,924,622,318,841,879,896
"G01084",987,1195,1590,831,999,1360,974,692,1549,998,338
"G01085",0,0,0,0,0,0,0,0,0,0,0
"G01086",0,0,0,0,0,0,0,0,0,0,0
"G01087",102,14,23,0,29,56,2,31,34,73,114
"G01088",267,493,292,74,889,1376,100,104,640,477,1007
"G01089",657,1246,338,109,620,825,139,303,847,733,1192
"G01090",0,0,0,0,2,7,0,0,14,0,2
"G01091",643,879,576,172,796,1124,113,313,984,990,832
"G01092",0,0,0,0,0,0,0,0,0,0,0
"G01093",0,0,0,0,0,0,0,0,0,0,0
"G01094",4,9,28,6,17,18,2,19,21,14,17
"G01095",0,3,0,0,0,0,0,1,0,0,3
"G01096",742,458,7248,103,722,1017,1322,716,2445,350,944
"G01097",0,0,0,2,4,3,0,0,4,2,6
"G01098",3,2,232,175,11,0,2,0,27,6,3
"G01099",1,0,0,0,0,0,0,0,0,0,2
"G01100",0,0,1,0,0,0,0,0,0,0,0
"G01101",502,999,225,0,470,687,70,262,754,652,1082
"G01102",0,0,0,0,0,0,0,0,0,0,0
"G01103",0,0,0,0,0,2,0,0,0,0,0
"G01104",88,195,43,19,97,115,65,47,117,92,167
"G01105",0,0,0,0,0,1,0,0,2,1,5
"G01106",0,5,6,0,7,2,0,0,1,9,5
"G01107",3,8,13,0,0,4,0,7,9,6,4
"G01108",0,5,157,21,10,26,10,207,49,40,37
"G01109",1,5,0,0,6,17,0,9,4,5,10
"G01110",24,89,204,84,339,612,40,28,253,88,285
"G01111",20,131,31,0,29,19,0,18,118,43,160
"G01112",15,10,16,89,236,190,22,17,50,30,69
"G01113",33,35,7,0,29,58,6,17,38,54,78
"G01114",22,80,16,2,30,38,7,24,51,30,80
"G01115",9,33,12,0,18,31,0,12,26,12,41
"G01116",84,135,54,61,111,110,18,36,94,54,118
"G01117",0,1,8,0,0,0,0,0,0,0,0
"G01118",46,24,325,463,87,40,270,593,89,75,3
"G01119",0,0,0,0,0,0,0,0,0,0,0
"G01120",10,6,1,0,4,2,0,0,2,1,13
"G01121",28,67,14,1,4,22,20,23,74,29,100
"G01122",40,105,4,0,1,22,0,5,24,58,91
"G01123",1,2,4,2,2,9,1,0,1,0,3
"G01124",0,0,0,0,0,0,0,0,0,0,0
"G01125",5,87,13,0,4,25,0,8,36,18,20
"G01126",151,206,1192,645,319,213,154,234,294,272,385
"G01127",0,0,0,0,0,0,0,0,0,0,0
"G01128",36,38,39,18,67,31,32,33,36,50,42
"G01129",646,1000,297,272,642,782,130,366,860,702,991
"G01130",7,6,0,0,12,26,0,2,13,14,33
"G01131",179,361,327,148,439,531,209,273,613,258,632
"G01132",0,0,0,0,18,8,0,0,2,0,0
"G01133",1261,2836,902,71,1747,2616,325,1174,2573,2578,3057
"G01134",510,677,335,49,601,838,214,302,668,742,1061
"G01135",0,0,0,0,0,0,0,0,0,0,0
"G01136",1313,1519,2588,2060,5133,6234,1018,866,3145,2114,2534
"G01137",0,0,0,0,0,0,0,0,0,0,0
"G01138",33,42,10,0,42,134,9,52,35,40,42
"G01139",0,0,0,0,0,0,0,0,0,0,0
"G01140",22,52,181,365,1008,1830,261,143,791,231,222
"G01141",21,49,43,1,26,98,12,10,29,30,23
"G01142",5,5,0,0,8,29,7,2,5,0,6
"G01143",0,3,0,0,4,19,8,21,4,10,13
"G01144",0,0,0,0,0,0,0,0,0,0,0
"G01145",0,0,0,0,0,1,0,0,0,0,0
"G01146",412,917,417,206,776,956,181,221,923,545,775
"G01147",923,1393,610,220,964,1145,382,586,1285,1202,1480
"G01148",1484,1231,3679,870,3259,2518,2150,1541,1751,1801,1589
"G01149",178,124,1802,936,648,730,1231,139,1417,784,185
"G01150",0,0,0,0,0,0,0,0,0,4,0
"G01151",64,99,199,76,88,118,58,30,140,129,253
"G01152",765,1291,537,180,800,857,86,517,1037,962,979
"G01153",96,113,53,0,102,213,34,22,131,90,229
"G01154",318,897,318,46,989,1625,294,95,852,735,1579
"G01155",0,5,32,22,8,41,0,0,6,4,7
"G01156",0,0,5,11,6,3,24,0,21,4,6
"G01157",0,0,0,0,0,0,0,0,0,0,0
"G01158",791,1322,436,209,768,1100,184,456,1036,873,1536
"G01159",47,89,26,0,74,97,24,29,60,92,145
"G01160",784,1006,1002,650,1509,2070,593,772,1187,1178,1130
"G01161",195,377,113,36,141,293,60,54,343,274,480
"G01162",0,0,0,0,0,0,21,0,0,0,0
"G01163",353,823,263,136,803,1261,103,251,599,469,1147
"G01164",1387,2137,560,231,1057,1468,212,791,1761,1662,2194
"G01165",553,692,649,471,1242,1157,363,515,712,772,725
"G01166",1469,2423,699,234,1488,2015,230,1269,2041,2385,2311
"G01167",34,31,272,313,2928,4708,546,218,129,425,67
"G01168",38,152,23,0,192,98,30,54,90,58,115
"G01169",841,1095,1510,679,2205,2338,1015,843,1338,1434,1257
"G01170",0,0,0,0,0,0,0,0,0,0,0
"G01171",73,50,172,131,282,142,70,63,77,104,114
"G01172",2674,4067,1376,447,2731,3416,1031,1573,3133,3022,3901
"G01173",113,310,60,47,137,246,42,98,152,154,387
"G01174",0,0,0,0,0,0,0,0,0,0,0
"G01175",104,203,178,101,220,207,33,95,147,194,122
"G01176",7,8,0,0,4,6,1,0,2,4,10
"G01177",0,2,6,0,0,1,0,0,0,4,5
"G01178",451,3,113,3113,16,42,2952,4701,16,993,249
"G01179",2,0,29,179,7,13,1918,163,0,40,4
"G01180",0,0,0,0,1,3,0,0,4,0,2
"G01181",0,0,12,2,17,7,1,0,1,2,1
"G01182",719,808,568,136,1423,1929,590,508,865,785,892
"G01183",168,348,251,225,436,441,194,161,359,350,373
"G01186",0,0,0,0,0,0,0,0,0,0,0
"G01187",390,711,127,56,330,342,24,239,480,506,782
"G01188",600,987,455,158,786,1069,160,488,842,836,1330
"G01189",79,176,82,1,84,78,25,67,123,49,73
"G01190",96,916,11,0,104,170,4,23,276,196,491
